FID,id1,aa,company,a_m,thesh,kal_dhm_enothta,kal_perif_enothta,kal_dhmos,power,area_power,katastash_code,katastash_descr,imerominia,imerominia_ekdosis_adeias,geometry
V_SDI_R_PHOTOVOLTAICS13.11891,11891,Γ-02047,ΤΕΧΝΕΡΓΑ ΕΝΕΡΓΕΙΑΚΗ ΑΕ,ΑΔ-02167,ΒΟΣΚΟΤΟΠΙΑ-ΚΕΤΣΙΑ ΑΛΗ,ΟΡΕΣΤΙΑΔΟΣ,ΕΒΡΟΥ,ΟΡΕΣΤΙΑΔΑΣ,1.125,24.779,1.3,ΑΔΕΙΑ ΛΕΙΤΟΥΡΓΙΑΣ,2007-06-08,2010-10-20,"MULTIPOLYGON (((26.47903842500408 41.4671648682742, 26.479561538816984 41.46797460902366, 26.482676584862016 41.46720317342367, 26.481403115946634 41.46643918574746, 26.480219701797797 41.466400146242314, 26.480340860489996 41.46682992886907, 26.47903842500408 41.4671648682742)))"
V_SDI_R_PHOTOVOLTAICS13.12587,12587,Γ-02166,"ΦΙΛΙΠΠΟΣ ΜΠΑΜΗΣ, ΕΝΕΡΓΕΙΑΚΗ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ ΕΚΜΕΤΑΛΛΕΥΣΗ ΑΚΙΝΗΤΩΝ, ΕΜΠΟΡΙΚΗ ΚΑΙ ΝΑΥΤΙΛΙΑΚΗ",ΑΔ-01293,ΒΙ.ΠΕ. ΜΕΛΙΓΑΛΑ,ΜΕΛΙΓΑΛΑ,ΜΕΣΣΗΝΙΑΣ,ΟΙΧΑΛΙΑΣ,1.971,26.172,1.3,ΑΔΕΙΑ ΛΕΙΤΟΥΡΓΙΑΣ,2007-06-11,2009-09-11,"MULTIPOLYGON (((21.995166263333395 37.210270443516265, 21.995706181550986 37.21541674895673, 21.996721361674155 37.21537985308362, 21.996181136097817 37.21024255876276, 21.995166263333395 37.210270443516265)))"
V_SDI_R_PHOTOVOLTAICS13.11370,11370,Γ-01862,ΑΛΑΣΙΑ ΑΝΑΠΤΥΞΙΑΚΗ ΑΕ,ΑΔ-01275,ΑΠΑΘΕΙΑ - ΒΡΑΧΑΚΙ,ΤΡΟΙΖΗΝΟΣ,ΝΗΣΩΝ,ΤΡΟΙΖΗΝΙΑΣ - ΜΕΘΑΝΩΝ,1.473,32.131,1.3,ΑΔΕΙΑ ΛΕΙΤΟΥΡΓΙΑΣ,2007-04-10,2009-07-07,"MULTIPOLYGON (((23.416768092034864 37.471356284920844, 23.41765914402788 37.47116581561537, 23.41804190343704 37.47109470055469, 23.41858930799295 37.47087473350838, 23.41860184441641 37.470806769942705, 23.41881220843017 37.47062613670386, 23.418657940607282 37.470401733697436, 23.41851950584731 37.4702094695901, 23.418486640873322 37.470177562144706, 23.418503554306373 37.47005113120041, 23.418584184622667 37.46987022941554, 23.418758728464258 37.46973816526351, 23.41993199106339 37.47036970511433, 23.420079179216216 37.47016279141824, 23.419196855307693 37.468866428708345, 23.418228728802088 37.468984394919836, 23.4181074991117 37.469002086515495, 23.417948409194207 37.469072149522624, 23.417529514858515 37.4692208731703, 23.41742892536323 37.46931693947072, 23.417345848219966 37.469417959348895, 23.4173160492076 37.46954334412053, 23.417339991191014 37.46964951559665, 23.41736773323521 37.46973088248811, 23.417420162314617 37.46984430608784, 23.417492530593808 37.47006827096766, 23.41755560481545 37.47021626886777, 23.41764659320454 37.470352118834214, 23.417338029144545 37.470435568492114, 23.41718396929172 37.470279676577185, 23.416998361466128 37.46971714480872, 23.416842977310854 37.46975967017388, 23.41609946483283 37.469534039998855, 23.416183106287967 37.4698710912796, 23.416315879389334 37.47000235349272, 23.416379504764198 37.470237705030826, 23.416423401495216 37.47034150551707, 23.41646575628013 37.47041382306244, 23.416516440940434 37.47059442541642, 23.416659192102067 37.470888449058336, 23.416717988602247 37.47113421423443, 23.416768092034864 37.471356284920844)))"
V_SDI_R_PHOTOVOLTAICS13.12998,12998,Γ-01906,PHOTON DYNAMICS ΕΝΕΡΓΕΙΑΚΗ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ,ΑΔ-01343,Πεζουλα,ΑΒΔΗΡΩΝ,ΞΑΝΘΗΣ,ΑΒΔΗΡΩΝ,1.997,43.466,1.3,ΑΔΕΙΑ ΛΕΙΤΟΥΡΓΙΑΣ,2007-06-01,2009-12-15,"MULTIPOLYGON (((24.960073113921784 41.025425241786394, 24.962643049802626 41.02519518160992, 24.96613051824209 41.024998002513826, 24.965976679911154 41.023440465404924, 24.9598372948249 41.02391332877276, 24.960073113921784 41.025425241786394)))"
V_SDI_R_PHOTOVOLTAICS13.12126,12126,Γ-02332,ΚΕΧΑΓΙΟΓΛΟΥ Α.Ε,ΑΔ-01581,ΑΧΛΑΔΟΧΩΡΙ,ΚΥΡΡΟΥ,ΠΕΛΛΑΣ,ΠΕΛΛΑΣ,2.073,18.555,1.3,ΑΔΕΙΑ ΛΕΙΤΟΥΡΓΙΑΣ,2007-06-11,2010-05-28,"MULTIPOLYGON (((22.36632609544709 40.863411529126324, 22.36726355779918 40.86340678936074, 22.367396765014405 40.86281415678226, 22.367421895519875 40.862274041226804, 22.367316336437895 40.86174108338394, 22.366874121286322 40.86090609932423, 22.366550963608507 40.86005478411956, 22.366005918895937 40.85954262305776, 22.365144447255798 40.85983668154817, 22.3663281352109 40.86188022279496, 22.36632609544709 40.863411529126324)))"
V_SDI_R_PHOTOVOLTAICS13.13084,13084,Γ-02843,ΑΝΤΩΝΙΟΥ ΣΤΥΛΙΑΝΟΣ ΚΑΙ ΣΙΑ ΟΕ ΑΛΦΑ ΕΝΕΡΓΕΙΑΚΗ,ΑΔ-02058,ΛΟΥΤΣΙΚΟ,ΘΗΒΑΙΩΝ,ΒΟΙΩΤΙΑΣ,ΘΗΒΑΙΩΝ,3.12,21.999,1.3,ΑΔΕΙΑ ΛΕΙΤΟΥΡΓΙΑΣ,2007-10-08,2010-10-14,"MULTIPOLYGON (((23.310059252817997 38.28015622410467, 23.314531355439996 38.279975153759224, 23.314543465881172 38.27990312634391, 23.31454600778931 38.279632773065444, 23.31451543842759 38.27923605453229, 23.3145177261853 38.2789927365558, 23.314530175379875 38.27888466201938, 23.31462654834436 38.2783625131809, 23.314397816795882 38.27837018915518, 23.314043329447323 38.27837712955576, 23.31367732487251 38.27839301379011, 23.313288540347543 38.27839975128877, 23.31292253553041 38.27841563316588, 23.31254509822467 38.27843144691833, 23.312156228425657 38.27844719243572, 23.31177870575952 38.27847201549254, 23.311401353084506 38.27847881378811, 23.3110582122542 38.27849482402635, 23.31074936835199 38.2785110347356, 23.310452041913525 38.27851830004696, 23.310303336051003 38.278526438304844, 23.310059252817997 38.28015622410467)))"
V_SDI_R_PHOTOVOLTAICS13.13638,13638,Γ-02142,"ΑΡΓΟΛΙΚΗ ΕΝΕΡΓΕΙΑΚΗ, ΤΕΧΝΙΚΗ, ΣΥΜΒΟΥΛΕΥΤΙΚΗ ΑΝΩΝΥΜΗ ΕΤΑΙΡΙΑ (Δ.Τ. ΑΡΓΟΛΙΚΗ ΕΝΕΡΓΕΙΑΚΗ Α.Ε)",ΑΔ-01425,Δ.Δ. ΚΑΡΥΑΣ,ΛΥΡΚΕΙΑΣ,ΑΡΓΟΛΙΔΑΣ,ΑΡΓΟΥΣ - ΜΥΚΗΝΩΝ,1.433,23.745,1.3,ΑΔΕΙΑ ΛΕΙΤΟΥΡΓΙΑΣ,2007-06-11,2010-01-26,"MULTIPOLYGON (((22.569284817548613 37.655660059417926, 22.56942309375588 37.655501815899605, 22.569686585947537 37.65536551343611, 22.569774620628237 37.655250344609215, 22.56986960994073 37.65535115847719, 22.57001814933629 37.655180195629114, 22.57013320589996 37.65509175223453, 22.570129046833497 37.65509539472751, 22.570186011291682 37.655128875654626, 22.570190578048038 37.65512758401661, 22.570241154684286 37.65507718952803, 22.570236713854843 37.65507873227853, 22.570313988904065 37.655016876385375, 22.57031708536926 37.655012327869585, 22.57041053860028 37.654924603316196, 22.570397801191596 37.6549279599378, 22.570517083446575 37.65483780482721, 22.57053491608449 37.6548487673973, 22.570671073926924 37.6547117271874, 22.570661766783132 37.654715547387895, 22.570605692584188 37.65466655647971, 22.570751258097495 37.65444477924639, 22.57075166011584 37.654447122098325, 22.57086948262226 37.65424122762961, 22.57085737915444 37.65423728331615, 22.57108806873633 37.65402790532776, 22.571081715564425 37.65402888150341, 22.5711201981828 37.653813594731275, 22.57112529999421 37.65381828969572, 22.571058344160978 37.653662477999255, 22.571060530903075 37.65366028815833, 22.570974450808198 37.65372797511891, 22.57096877855174 37.65373104713151, 22.570909063232214 37.653698540624895, 22.57090733419957 37.653694367389726, 22.570868127099928 37.65363775887763, 22.57086900017853 37.65363101616856, 22.570814118133654 37.65355464754489, 22.57080833071283 37.65355391856547, 22.5707281955973 37.65356633228582, 22.570604369373726 37.653545328317065, 22.570529037342915 37.653396039774755, 22.570523273880582 37.653393247307484, 22.57035197414273 37.65344562647921, 22.57016876780703 37.65352944066736, 22.570170401726195 37.65352821941821, 22.56972421442554 37.65381061759933, 22.56973552103392 37.65381492099568, 22.56940329356044 37.65382558011068, 22.56940217599176 37.653815370253554, 22.56908371967495 37.6536598991501, 22.568903564070634 37.65382090581541, 22.568595873469867 37.654094996642236, 22.56879323599502 37.65434039117152, 22.568781970496694 37.65433789152072, 22.56883064645418 37.654372767977854, 22.568837679586196 37.654378994681416, 22.56882066057343 37.654542787940144, 22.5688119821581 37.654540391608506, 22.568497059974433 37.65509212148525, 22.568460586267914 37.655167989048145, 22.56863367773625 37.65530429735261, 22.568744587543964 37.655310311821324, 22.56899978901379 37.65541639606926, 22.56890586874726 37.655615463896495, 22.56899527154982 37.65564525395823, 22.569055102013024 37.655690808840674, 22.569284817548613 37.655660059417926)))"
V_SDI_R_PHOTOVOLTAICS13.11578,11578,Γ-01938,"ΕΛΛΗΝΙΚΗ ΒΙΟΜΗΧΑΝΙΑ ΚΑΤΕΡΓΑΣΙΑΣ ΧΑΛΥΒΟΣ ΑΕ (Δ.Τ. ""SERVISTEEL AE"")",ΑΔ-01364,ΒΙΠΕ ΒΟΛΟΥ,ΑΙΣΩΝΙΑΣ,ΜΑΓΝΗΣΙΑΣ,ΒΟΛΟΥ,2.5,41.375,1.3,ΑΔΕΙΑ ΛΕΙΤΟΥΡΓΙΑΣ,2007-06-04,2009-12-15,"MULTIPOLYGON (((22.88916572327149 39.372331281991926, 22.889582862976102 39.37204448910365, 22.893393211644938 39.36940879139884, 22.893442920935353 39.369350597420244, 22.893466003505353 39.36930910779094, 22.893477959991035 39.369264998456956, 22.893480303509648 39.36924228750903, 22.89347446950657 39.36919563025708, 22.89346870637812 39.36917316659582, 22.893457998877093 39.36914917821174, 22.893424105768542 39.36908569302055, 22.892134297929523 39.36795362614515, 22.89211062096373 39.367939416585656, 22.89203398071026 39.36790650174135, 22.891949910470178 39.36789199642485, 22.891918769233865 39.36789175395113, 22.891863030590134 39.3678973502414, 22.891836515746217 39.36790258507244, 22.891783976232457 39.36792023166187, 22.891736136280628 39.367947537081164, 22.88991601792549 39.36923524481438, 22.889400362049717 39.36959830897192, 22.88899556927143 39.3698862824991, 22.88891599517673 39.36995201041811, 22.888838446120054 39.370020334590976, 22.888677912834805 39.37018199778276, 22.88841163692533 39.370455559891894, 22.888394094732483 39.37047468356488, 22.888352805610864 39.37053378474818, 22.888342815595976 39.370554692535244, 22.888334537551135 39.3705759861027, 22.888322414706742 39.370620850165736, 22.888319124879683 39.37066505976208, 22.888421713495138 39.37103757430551, 22.888754601687047 39.37216866555005, 22.88876345587082 39.372198178040705, 22.888781503246506 39.372232157372586, 22.888799003107625 39.372261130706576, 22.888836449737727 39.37229068196228, 22.88887021918227 39.372314927014656, 22.888924812819983 39.37233419893414, 22.88897295526443 39.37234812914341, 22.889036934226954 39.37235242524934, 22.889095853453117 39.37235221287195, 22.889134092658466 39.37234201775755, 22.88916572327149 39.372331281991926)))"
V_SDI_R_PHOTOVOLTAICS13.12720,12720,Γ-01997,ΕΝΕΡΓΕΙΑΚΗ ΟΛΥΜΠΙΑΣ ΑΕ,ΑΔ-01936,ΚΑΜΠΟΣ,ΣΚΙΛΛΟΥΝΤΟΣ,ΗΛΕΙΑΣ,ΑΝΔΡΙΤΣΑΙΝΑΣ - ΚΡΕΣΤΕΝΩΝ,1.168,16.756,1.3,ΑΔΕΙΑ ΛΕΙΤΟΥΡΓΙΑΣ,2007-06-08,2010-10-04,"MULTIPOLYGON (((21.705065058661514 37.59495263841758, 21.705210342687263 37.59489067103668, 21.705299433018848 37.59487356969441, 21.70543479604273 37.59483592064855, 21.70550386125848 37.59480707502837, 21.70565403191319 37.594774039298855, 21.705867456425157 37.59470961139113, 21.706310981703496 37.59447654387841, 21.70630574635092 37.59444787526712, 21.706304519422996 37.59436981081526, 21.70626437367818 37.594131844533436, 21.706184479322683 37.59396754134905, 21.706134456434842 37.59387789441811, 21.70607558013017 37.59374463932588, 21.70598148525432 37.59359285638323, 21.7057605723938 37.593558281494474, 21.70557290611286 37.593517954545725, 21.705618818920435 37.59341323132515, 21.705710315179815 37.59321080747658, 21.705800434025193 37.5929979032825, 21.70590818307383 37.59275668489048, 21.705989615166192 37.592605341189476, 21.70592269468624 37.592582862615735, 21.705743568087463 37.59251530670319, 21.70565099161328 37.59248376800969, 21.705522015909 37.59277080293646, 21.705316678514357 37.593220994676216, 21.705218131267703 37.59345383043017, 21.705070206658256 37.59342121465762, 21.705046094655646 37.593472472284745, 21.704977520290246 37.59382817848617, 21.704935912187878 37.59401760424028, 21.704858766618432 37.59431312623667, 21.704752352480625 37.59478344472519, 21.70489026188703 37.59480667423908, 21.705065058661514 37.59495263841758)))"
V_SDI_R_PHOTOVOLTAICS13.12521,12521,Γ-02415,ENEL GREEN POWER HELLAS A.E.,ΑΔ-01578,Ι. Μ. ΑΓ. ΑΘΑΝΑΣΙΟΥ,ΚΟΛΙΝΔΡΟΥ,ΠΙΕΡΙΑΣ,ΠΥΔΝΑΣ - ΚΟΛΙΝΔΡΟΥ,6.002,21.298,1.3,ΑΔΕΙΑ ΛΕΙΤΟΥΡΓΙΑΣ,2007-06-11,2010-05-25,"MULTIPOLYGON (((22.492886889187634 40.45692687854047, 22.492617983970014 40.45701201560895, 22.49232942260612 40.457074284233386, 22.492540780703518 40.45745323727064, 22.492494990177264 40.457628756710406, 22.492628605737217 40.45789805267961, 22.492754142626843 40.45820697073142, 22.492528178928517 40.458180511405786, 22.492374975661807 40.458101580230526, 22.49207850723042 40.45788961561059, 22.491704886954118 40.45773673027008, 22.49156851313682 40.45764891904633, 22.491422964604826 40.45781836148905, 22.491437456978048 40.45802457563087, 22.491590442833633 40.45866149323824, 22.491398157947874 40.45907481696715, 22.491480763073625 40.45924660671128, 22.491755585029978 40.459255958915136, 22.49191391595023 40.45993888921519, 22.491913621737957 40.46037390692792, 22.491726682499692 40.46013157051627, 22.491389697058743 40.459674403922584, 22.49111912867775 40.45949070137143, 22.49099149423682 40.45950236758212, 22.490923622884754 40.45959976437511, 22.490962541309887 40.4597157617944, 22.49135791541156 40.46020405052796, 22.49144514615996 40.46036418957446, 22.49138935655217 40.46049615687873, 22.491173578283515 40.46053072543546, 22.490972895790303 40.46024911141648, 22.49084884677749 40.4600636277331, 22.49042840193396 40.46008957658607, 22.490517784571686 40.45952654028708, 22.490531865584614 40.459187283056735, 22.49032217102377 40.45885546278628, 22.490108604187846 40.45882834988862, 22.490123630743316 40.459121143026394, 22.490048260578344 40.45971138768049, 22.489750819926265 40.46024846300259, 22.489897895885896 40.46100656001981, 22.48956526615144 40.46093446926928, 22.489330143790543 40.4608532022498, 22.489239069218986 40.460643734790295, 22.489175803836243 40.46039328168256, 22.48876013855141 40.46065314810412, 22.4885844178934 40.46084210111257, 22.488316505663466 40.46095039288831, 22.489305228290277 40.462754845057816, 22.489895487356677 40.46257806465034, 22.490467904436205 40.462455279446665, 22.491305444942935 40.462301359932574, 22.491819498224007 40.461718822014966, 22.492831205952413 40.46065829428333, 22.493011610722906 40.460443901704934, 22.493130916756776 40.46018222825358, 22.49328872537911 40.45986529385635, 22.493495142324267 40.45963196134652, 22.493888478900082 40.4594043976061, 22.49425622301451 40.45918199428107, 22.49345040638709 40.457939126686696, 22.492886889187634 40.45692687854047)))"
V_SDI_R_PHOTOVOLTAICS13.11677,11677,Γ-02243,ΗΛΙΑΚΑ ΠΑΡΚΑ ΒΟΡΕΙΟΥ ΕΛΛΑΔΟΣ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ (δ.τ. ALEXSUN2 SA),ΑΔ-01856,ΜΟΥΤΣΑΡΑ Ι,ΑΝΘΕΜΙΩΝ,ΗΜΑΘΙΑΣ,ΗΡΩΙΚΗΣ ΠΟΛΕΩΣ ΝΑΟΥΣΑΣ,7,44.761,1.3,ΑΔΕΙΑ ΛΕΙΤΟΥΡΓΙΑΣ,2007-06-11,2010-09-29,"MULTIPOLYGON (((22.189265882848318 40.65604645488148, 22.19362347329425 40.656603588587465, 22.194886836879412 40.65251920111985, 22.194421845873848 40.65181488772143, 22.193930214163487 40.651370758111746, 22.19397068479342 40.65067705185486, 22.19418619677175 40.65073330032346, 22.19512802457962 40.648972454376974, 22.188955565155084 40.64784454940331, 22.18841380369138 40.65013931363494, 22.18951252730359 40.65013538096909, 22.1895176089319 40.65268599478601, 22.192779246014933 40.65274448716748, 22.19193537935369 40.655432961980516, 22.189431330300447 40.65513329395953, 22.189265882848318 40.65604645488148)))"
V_SDI_R_PHOTOVOLTAICS13.12016,12016,Γ-02822,EMV (ΕΜΒ) ΕΝΕΡΓΕΙΑΚΕΣ ΕΠΕΝΔΥΣΕΙΣ ΑΝΩΝΥΜΟΣ ΕΤΑΙΡΕΙΑ,ΑΔ-02020,ΜΕΛΙΣΣΑ,ΤΟΠΕΙΡΟΥ,ΞΑΝΘΗΣ,ΤΟΠΕΙΡΟΥ,1.995,20.903,1.3,ΑΔΕΙΑ ΛΕΙΤΟΥΡΓΙΑΣ,2007-08-10,2010-10-14,"MULTIPOLYGON (((24.87640905424507 41.01770930974242, 24.879245393891612 41.017246316644666, 24.879554825488622 41.01726197181626, 24.879403769016818 41.015740772870046, 24.87775505860922 41.01583010610722, 24.87777914515563 41.01609546046522, 24.876322660778445 41.01657495894606, 24.87640905424507 41.01770930974242)))"
V_SDI_R_PHOTOVOLTAICS13.11931,11931,Γ-02397,ΣΑΝΓΟΥΟΡΚΣ ΑΡΚΑΔΙΑ ΕΝΕΡΓΕΙΑΚΗ ΑΝΩΝΥΜΗ ΕΤΑΙΡΙΑ (δ.τ. ΣΑΝΓΟΥΟΡΚΣ ΕΛΛΑΣ),ΑΔ-01332,ΜΑΡΑΧΙΔΙΑΣ-ΒΟΣΚΙΝΑ,ΛΕΩΝΙΔΙΟΥ,ΑΡΚΑΔΙΑΣ,ΝΟΤΙΑΣ ΚΥΝΟΥΡΙΑΣ,1.99,34.465,1.3,ΑΔΕΙΑ ΛΕΙΤΟΥΡΓΙΑΣ,2007-06-11,2009-12-15,"MULTIPOLYGON (((22.79624850859 37.19612280267953, 22.796001574749035 37.19643216203812, 22.795605564675682 37.196536299066814, 22.79509857104643 37.196782170717086, 22.794630593572034 37.19683455574819, 22.794183326299848 37.196619086818984, 22.79400177223647 37.196345209752764, 22.79359708480646 37.1965059469242, 22.793568891616044 37.19650043194491, 22.793451858175104 37.196569094990394, 22.79372791970205 37.196702873255795, 22.794194735590477 37.196985603677064, 22.794020749763693 37.19705044267117, 22.79347310860634 37.197003764408166, 22.79312013211253 37.197008911939086, 22.79317188358324 37.19720494299833, 22.79374819090878 37.19737621137658, 22.794550471357333 37.1975296764742, 22.79499478893748 37.19770428265882, 22.79510125478164 37.19783263689861, 22.795433414607817 37.19781176851483, 22.795752091448534 37.1978310526911, 22.79604557698841 37.19771253323908, 22.796170374817546 37.19784314596094, 22.796808365457267 37.19814689456137, 22.797006211105167 37.198197396804815, 22.79721576544299 37.19793605868244, 22.797491256002168 37.19769458837708, 22.797706130310544 37.1974812554329, 22.797945934716218 37.19726601180599, 22.798215354401894 37.19706603062169, 22.79840830092741 37.19697055141888, 22.79856662080437 37.19685597252943, 22.798226752665226 37.19667396663306, 22.79833805550407 37.196284177978896, 22.798220484191013 37.196223585979, 22.79796929730764 37.19630423253612, 22.797744912427813 37.19640705350044, 22.79752687136603 37.19650768504021, 22.796947688881197 37.19672335755085, 22.796504658843645 37.19668063999693, 22.796492602543566 37.19650322097682, 22.79707052359551 37.196296010610375, 22.796770208665546 37.19627024650188, 22.79624850859 37.19612280267953)), ((22.795708452536232 37.19574081764619, 22.795595848427396 37.19603441595585, 22.795910945056114 37.196136768189525, 22.796054237219202 37.1959398363275, 22.795708452536232 37.19574081764619)), ((22.792530704804978 37.19467632839933, 22.792295554780058 37.19489602518522, 22.792392594672556 37.1950002195828, 22.792836537953892 37.19519709343851, 22.793022144108647 37.195435410057456, 22.793180790800662 37.195576646228204, 22.79375311475214 37.19545222953709, 22.79405531632436 37.19605326519246, 22.793587088491982 37.19648980100659, 22.794718600283105 37.19604027591957, 22.795019774157883 37.19559365379663, 22.794644528604504 37.19546914482294, 22.794291555248044 37.19520533159687, 22.794075458154417 37.19511993690298, 22.793738296556292 37.195314261476085, 22.792968475742562 37.1950980269052, 22.79308795706946 37.194733925085906, 22.792827851804113 37.19480149037918, 22.792530704804978 37.19467632839933)))"
V_SDI_R_PHOTOVOLTAICS13.12447,12447,Γ-02995,ΕΝΕΛ ΓΚΡΙΝ ΠΑΟΥΕΡ ΕΛΛΑΣ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ ΣΥΜΜΕΤΟΧΩΝ ΚΑΙ ΕΜΠΟΡΙΟΥ,ΑΔ-01756,ΚΡΥΟΝΕΡΙ,ΝΕΑΠΟΛΗΣ,ΚΟΖΑΝΗΣ,ΒΟΪΟΥ,3.6,36.201,1.3,ΑΔΕΙΑ ΛΕΙΤΟΥΡΓΙΑΣ,2007-10-10,2010-09-29,"MULTIPOLYGON (((21.30609861282452 40.34089187745118, 21.30736668248736 40.34067821869824, 21.307443995450708 40.340806125751065, 21.307596474218858 40.34111593516899, 21.30801132451333 40.34104452908029, 21.308604733260776 40.34092323364287, 21.30939807332771 40.340806589066645, 21.31040489295834 40.34064986854339, 21.310582377258 40.34062697536978, 21.310662954268185 40.34037663772919, 21.310736775949458 40.34000003666695, 21.310809524029114 40.33965043331049, 21.310896177033637 40.339247107848294, 21.31089442758354 40.33899485473575, 21.311007779867957 40.338808332343234, 21.311083705205032 40.33867498473486, 21.311141866313452 40.338099852064815, 21.31110233242229 40.337909773102325, 21.311421647754234 40.33787216252245, 21.311043605380405 40.337313906174955, 21.30943344506145 40.33784391719963, 21.309230658565866 40.33791125762738, 21.308991159711997 40.33801377337941, 21.308812250710307 40.338072661341506, 21.3084943647485 40.33807426762072, 21.307899907335784 40.33822256109048, 21.30767144991319 40.338343346385514, 21.307439053809546 40.33856312288405, 21.307293275199857 40.33867682567327, 21.30716104665856 40.33874580602348, 21.306189472023327 40.33920056999732, 21.305996648002292 40.339313174732105, 21.305369696842604 40.33968588716047, 21.30524450384543 40.340169377883335, 21.30536706337561 40.34034337899714, 21.305454699712076 40.34050755831767, 21.30558758803355 40.34071783028465, 21.30568806086484 40.34085528591117, 21.30586626335797 40.34081440159641, 21.305970319049962 40.34086186470808, 21.30609861282452 40.34089187745118)))"
V_SDI_R_PHOTOVOLTAICS13.12075,12075,Γ-02730,ΠΕΛΟΠΟΝΝΗΣΙΑΚΟΣ ΗΛΙΟΣ 1 Α.Ε.,ΑΔ-02314,ΑΓΙΟΣ ΙΩΑΝΝΗΣ ΟΙΚ. ΥΠΑΤΟΥ,ΘΗΒΑΙΩΝ,ΒΟΙΩΤΙΑΣ,ΘΗΒΑΙΩΝ,2.033,29.598,1.3,ΑΔΕΙΑ ΛΕΙΤΟΥΡΓΙΑΣ,2007-08-10,2010-12-15,"MULTIPOLYGON (((23.449285100431265 38.3992048854414, 23.450260264047625 38.39897514713939, 23.451621507240297 38.399179790331424, 23.454584291009546 38.39900868418827, 23.452772782850037 38.397394048890256, 23.452144304836 38.397402787107815, 23.450684318924207 38.397418034278544, 23.449285100431265 38.3992048854414)))"
V_SDI_R_PHOTOVOLTAICS13.12248,12248,Γ-02013,LITHOS AIOLOS ΕΝΕΡΓΕΙΑΚΗ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ (LITHOS AIOLOS ΕΝΕΡΓΕΙΑΚΗ ΑΕ),ΑΔ-02125,ΤΟΥΜΠΕΣ,ΕΜΜΑΝΟΥΗΛ ΠΑΠΠΑ,ΣΕΡΡΩΝ,ΕΜΜΑΝΟΥΗΛ ΠΑΠΠΑ,4.9,94.44,1.3,ΑΔΕΙΑ ΛΕΙΤΟΥΡΓΙΑΣ,2007-06-08,2010-10-20,"MULTIPOLYGON (((23.71842999677596 41.117813011519615, 23.723165973533593 41.116121981075295, 23.722541545134778 41.108833022464324, 23.712870029229144 41.114457331268255, 23.71842999677596 41.117813011519615)))"
V_SDI_R_PHOTOVOLTAICS13.12215,12215,Γ-04685,QUEST SOLAR ΑΛΜΥΡΟΥ ΕΠΕ,ΑΔ-02660,ΜΠΟΖΑΛΟ - ΜΠΙΣΔΕΪΚΑ,ΑΛΜΥΡΟΥ,ΜΑΓΝΗΣΙΑΣ,ΑΛΜΥΡΟΥ,10,21.045,1.3,ΑΔΕΙΑ ΛΕΙΤΟΥΡΓΙΑΣ,2010-08-10,2011-06-30,"MULTIPOLYGON (((22.68474506488865 39.21284759946271, 22.685464974402155 39.21330058288642, 22.68554644244449 39.21357597981383, 22.685410467324584 39.21396015740613, 22.68550423856068 39.21409880582004, 22.686006098990447 39.21423657995017, 22.68646936793045 39.2146807780084, 22.686658007298718 39.21502512346685, 22.687916892691423 39.216030194131136, 22.688166582577136 39.21558428405036, 22.690217326646458 39.216854143173805, 22.69014889368364 39.21615163669377, 22.684803582161575 39.21275435283706, 22.684892606453403 39.21261273988731, 22.685317173789517 39.2119985386411, 22.686793853607796 39.210617910934985, 22.681287413525958 39.2057654542125, 22.679993812208007 39.20735335597269, 22.679763268849786 39.20770959531962, 22.680691261554642 39.2079721326954, 22.681040367903872 39.20779083023204, 22.681303830268668 39.20836787172314, 22.681734333254415 39.20877010726012, 22.681577214112576 39.209002962363236, 22.68347959408771 39.21123304053001, 22.683412485341883 39.211318683664956, 22.68332776353885 39.2113848992838, 22.68363983784385 39.21160567831952, 22.683751643417278 39.212136623520955, 22.68474506488865 39.21284759946271)))"
V_SDI_R_PHOTOVOLTAICS13.12414,12414,Γ-03095,ΕΝΕΞΟΝ ΕΛΛΑΣ Α.Ε.,ΑΔ-02398,ΑΓΡΟΤ. 269Α,ΠΟΛΥΔΑΜΑΝΤΑ,ΛΑΡΙΣΑΣ,ΦΑΡΣΑΛΩΝ,0.994,32.781,1.3,ΑΔΕΙΑ ΛΕΙΤΟΥΡΓΙΑΣ,2007-12-10,2011-02-04,"MULTIPOLYGON (((22.506096254129382 39.291247612657614, 22.507451616958676 39.29240028756873, 22.50869371910812 39.29069525024846, 22.506901816622733 39.289897401170286, 22.506096254129382 39.291247612657614)))"
